"","year","state","state_po","county_name","county_fips","office","candidate","party","candidatevotes","totalvotes","version","mode","party_participation"
"8211",2004,"COLORADO","CO","PUEBLO",8101,"PRESIDENT","JOHN KERRY","DEMOCRAT",35369,67182,20191203,"TOTAL",52.6465422285731
"8212",2008,"COLORADO","CO","PUEBLO",8101,"PRESIDENT","BARACK OBAMA","DEMOCRAT",41097,72427,20191203,"TOTAL",56.7426512212297
"8213",2012,"COLORADO","CO","PUEBLO",8101,"PRESIDENT","BARACK OBAMA","DEMOCRAT",42551,76194,20191203,"TOTAL",55.8456046407854
"8214",2016,"COLORADO","CO","PUEBLO",8101,"PRESIDENT","DONALD TRUMP","REPUBLICAN",36265,78646,20191203,"TOTAL",46.1116903593317
"8215",2020,"COLORADO","CO","PUEBLO",8101,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",43772,88301,20210622,"TOTAL",49.5713525328139
"8216",2000,"KENTUCKY","KY","PULASKI",21199,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",15845,21541,20191203,"TOTAL",73.5574021633165
"8217",2004,"KENTUCKY","KY","PULASKI",21199,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",19535,25516,20191203,"TOTAL",76.5598056121649
"8218",2008,"KENTUCKY","KY","PULASKI",21199,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",19862,25766,20191203,"TOTAL",77.0860824342156
"8219",2012,"KENTUCKY","KY","PULASKI",21199,"PRESIDENT","MITT ROMNEY","REPUBLICAN",20714,26003,20191203,"TOTAL",79.6600392262431
"8220",2016,"KENTUCKY","KY","PULASKI",21199,"PRESIDENT","DONALD TRUMP","REPUBLICAN",22902,28041,20191203,"TOTAL",81.6732641489248
"8221",2020,"KENTUCKY","KY","PULASKI",21199,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",25441,31537,20210622,"ELECTION DAY",80.6703237467102
"8222",2000,"OKLAHOMA","OK","PUSHMATAHA",40127,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2331,4348,20191203,"TOTAL",53.6108555657774
"8223",2004,"OKLAHOMA","OK","PUSHMATAHA",40127,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2863,4797,20191203,"TOTAL",59.6831352928914
"8224",2008,"OKLAHOMA","OK","PUSHMATAHA",40127,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",3208,4473,20191203,"TOTAL",71.7192041135703
"8225",2012,"OKLAHOMA","OK","PUSHMATAHA",40127,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3087,4130,20191203,"TOTAL",74.7457627118644
"8226",2016,"OKLAHOMA","OK","PUSHMATAHA",40127,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3581,4483,20191203,"TOTAL",79.8795449475797
"8227",2020,"OKLAHOMA","OK","PUSHMATAHA",40127,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",3057,4739,20210622,"ELECTION DAY",64.5072800168812
"8228",2000,"OHIO","OH","PUTNAM",39137,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",12837,17344,20191203,"TOTAL",74.0140682656827
"8229",2004,"OHIO","OH","PUTNAM",39137,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",14370,18849,20191203,"TOTAL",76.2374661785771
"8230",2008,"OHIO","OH","PUTNAM",39137,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",13072,18680,20191203,"TOTAL",69.9785867237687
"8231",2012,"OHIO","OH","PUTNAM",39137,"PRESIDENT","MITT ROMNEY","REPUBLICAN",13721,18372,20191203,"TOTAL",74.6843021989985
"8232",2016,"MISSOURI","MO","PUTNAM",29171,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1936,2346,20191203,"TOTAL",82.5234441602728
"8233",2020,"MISSOURI","MO","PUTNAM",29171,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1984,2361,20210622,"TOTAL",84.0321897501059
"8234",2000,"NEW MEXICO","NM","QUAY",35037,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2292,3844,20191203,"TOTAL",59.6253902185224
"8235",2004,"NEW MEXICO","NM","QUAY",35037,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2661,4117,20191203,"TOTAL",64.6344425552587
"8236",2008,"NEW MEXICO","NM","QUAY",35037,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",2367,3996,20191203,"TOTAL",59.2342342342342
"8237",2012,"NEW MEXICO","NM","QUAY",35037,"PRESIDENT","MITT ROMNEY","REPUBLICAN",2202,3707,20191203,"TOTAL",59.4011329916374
"8238",2016,"NEW MEXICO","NM","QUAY",35037,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2212,3572,20191203,"TOTAL",61.9260918253079
"8239",2020,"NEW MEXICO","NM","QUAY",35037,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2634,3873,20210622,"TOTAL",68.009295120062
"8240",2000,"MARYLAND","MD","QUEEN ANNE'S",24035,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",9970,16761,20191203,"TOTAL",59.4833243839866
"8241",2004,"MARYLAND","MD","QUEEN ANNE'S",24035,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",14489,21794,20191203,"TOTAL",66.4816004404882
"8242",2008,"MARYLAND","MD","QUEEN ANNE'S",24035,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",15087,24045,20191203,"TOTAL",62.7448533998752
"8243",2012,"MARYLAND","MD","QUEEN ANNE'S",24035,"PRESIDENT","MITT ROMNEY","REPUBLICAN",15823,24888,20191203,"TOTAL",63.5768241722919
"8244",2016,"MARYLAND","MD","QUEEN ANNE'S",24035,"PRESIDENT","DONALD TRUMP","REPUBLICAN",16993,26523,20191203,"TOTAL",64.0689213135769
"8245",2020,"MARYLAND","MD","QUEEN ANNE'S",24035,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",11705,30290,20210622,"EARLY VOTING",38.6431165401122
"8246",2000,"NEW YORK","NY","QUEENS",36081,"PRESIDENT","AL GORE","DEMOCRAT",416967,555930,20191203,"TOTAL",75.0035076358534
"8247",2004,"NEW YORK","NY","QUEENS",36081,"PRESIDENT","JOHN KERRY","DEMOCRAT",422609,605062,20191203,"TOTAL",69.8455695449392
"8248",2008,"NEW YORK","NY","QUEENS",36081,"PRESIDENT","BARACK OBAMA","DEMOCRAT",447906,597598,20191203,"TOTAL",74.9510540530591
"8249",2012,"NEW YORK","NY","QUEENS",36081,"PRESIDENT","BARACK OBAMA","DEMOCRAT",461391,595073,20191203,"TOTAL",77.5351931611752
"8250",2016,"NEW YORK","NY","QUEENS",36081,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",517220,686393,20191203,"TOTAL",75.3533325660372
"8251",2020,"NEW YORK","NY","QUEENS",36081,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",569038,794498,20210622,"TOTAL",71.6223325924043
"8252",2000,"MISSISSIPPI","MS","QUITMAN",28119,"PRESIDENT","AL GORE","DEMOCRAT",2103,3413,20191203,"TOTAL",61.617345443891
"8253",2004,"MISSISSIPPI","MS","QUITMAN",28119,"PRESIDENT","JOHN KERRY","DEMOCRAT",2032,3416,20191203,"TOTAL",59.4847775175644
"8254",2008,"MISSISSIPPI","MS","QUITMAN",28119,"PRESIDENT","BARACK OBAMA","DEMOCRAT",2803,4155,20191203,"TOTAL",67.4608904933815
"8255",2012,"MISSISSIPPI","MS","QUITMAN",28119,"PRESIDENT","BARACK OBAMA","DEMOCRAT",2837,3979,20191203,"TOTAL",71.2993214375471
"8256",2016,"MISSISSIPPI","MS","QUITMAN",28119,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",2312,3365,20191203,"TOTAL",68.7072808320951
"8257",2020,"MISSISSIPPI","MS","QUITMAN",28119,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",2150,3226,20210622,"TOTAL",66.6460012399256
"8258",2000,"GEORGIA","GA","RABUN",13241,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3451,5341,20191203,"TOTAL",64.6133682830931
"8259",2004,"GEORGIA","GA","RABUN",13241,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4650,6625,20191203,"TOTAL",70.188679245283
"8260",2008,"GEORGIA","GA","RABUN",13241,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",5487,7599,20191203,"TOTAL",72.2068693249112
"8261",2012,"GEORGIA","GA","RABUN",13241,"PRESIDENT","MITT ROMNEY","REPUBLICAN",5754,7463,20191203,"TOTAL",77.100361784805
"8262",2016,"GEORGIA","GA","RABUN",13241,"PRESIDENT","DONALD TRUMP","REPUBLICAN",6287,7992,20191203,"TOTAL",78.6661661661662
"8263",2020,"GEORGIA","GA","RABUN",13241,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4604,9568,20210622,"ADVANCED VOTING",48.11872909699
"8264",2000,"WISCONSIN","WI","RACINE",55101,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",44014,88865,20191203,"TOTAL",49.5290609351263
"8265",2004,"WISCONSIN","WI","RACINE",55101,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",52456,101569,20191203,"TOTAL",51.6456792919099
"8266",2008,"WISCONSIN","WI","RACINE",55101,"PRESIDENT","BARACK OBAMA","DEMOCRAT",53408,100642,20191203,"TOTAL",53.0673078833887
"8267",2012,"WISCONSIN","WI","RACINE",55101,"PRESIDENT","BARACK OBAMA","DEMOCRAT",53008,103364,20191203,"TOTAL",51.2828450911342
"8268",2016,"WISCONSIN","WI","RACINE",55101,"PRESIDENT","DONALD TRUMP","REPUBLICAN",46611,94133,20191203,"TOTAL",49.5161101845261
"8269",2020,"WISCONSIN","WI","RACINE",55101,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",54479,106451,20210622,"TOTAL",51.1775370827893
"8270",2000,"VIRGINIA","VA","RADFORD",51750,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2190,4448,20191203,"TOTAL",49.2356115107914
"8271",2004,"VIRGINIA","VA","RADFORD",51750,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2564,4845,20191203,"TOTAL",52.9205366357069
"8272",2008,"VIRGINIA","VA","RADFORD",51750,"PRESIDENT","BARACK OBAMA","DEMOCRAT",2930,5429,20191203,"TOTAL",53.9694234665684
"8273",2012,"VIRGINIA","VA","RADFORD",51750,"PRESIDENT","BARACK OBAMA","DEMOCRAT",2732,5399,20191203,"TOTAL",50.601963326542
"8274",2016,"VIRGINIA","VA","RADFORD",51750,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",2925,6085,20191203,"TOTAL",48.0690221857026
"8275",2020,"VIRGINIA","VA","RADFORD CITY",51750,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",2324,6320,20210622,"ABSENTEE",36.7721518987342
"8276",2000,"TEXAS","TX","RAINS",48379,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2049,3333,20191203,"TOTAL",61.4761476147615
"8277",2004,"TEXAS","TX","RAINS",48379,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2998,4229,20191203,"TOTAL",70.8914637030031
"8278",2008,"TEXAS","TX","RAINS",48379,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",3146,4236,20191203,"TOTAL",74.2681775259679
"8279",2012,"TEXAS","TX","RAINS",48379,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3279,4087,20191203,"TOTAL",80.2299975532175
"8280",2016,"TEXAS","TX","RAINS",48379,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3968,4701,20191203,"TOTAL",84.407572856839
"8281",2020,"TEXAS","TX","RAINS",48379,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5155,6053,20210622,"TOTAL",85.1643812985297
"8282",2000,"WEST VIRGINIA","WV","RALEIGH",54081,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",12587,24061,20191203,"TOTAL",52.3128714517269
"8283",2004,"WEST VIRGINIA","WV","RALEIGH",54081,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",18519,30525,20191203,"TOTAL",60.6683046683047
"8284",2008,"WEST VIRGINIA","WV","RALEIGH",54081,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",17548,28259,20191203,"TOTAL",62.0970310343607
"8285",2012,"WEST VIRGINIA","WV","RALEIGH",54081,"PRESIDENT","MITT ROMNEY","REPUBLICAN",20614,28829,20191203,"TOTAL",71.5043879426966
"8286",2016,"WEST VIRGINIA","WV","RALEIGH",54081,"PRESIDENT","DONALD TRUMP","REPUBLICAN",22048,29618,20191203,"TOTAL",74.4412181781349
"8287",2020,"WEST VIRGINIA","WV","RALEIGH",54081,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",24673,33106,20210622,"TOTAL",74.5272760224733
"8288",2000,"MISSOURI","MO","RALLS",29173,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2446,4542,20191203,"TOTAL",53.8529282254513
"8289",2004,"MISSOURI","MO","RALLS",29173,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2986,5034,20191203,"TOTAL",59.3166468017481
"8290",2008,"MISSOURI","MO","RALLS",29173,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",2987,5084,20191203,"TOTAL",58.7529504327301
"8291",2012,"MISSOURI","MO","RALLS",29173,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3231,5036,20191203,"TOTAL",64.1580619539317
"8292",2016,"MISSOURI","MO","RALLS",29173,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3969,5266,20191203,"TOTAL",75.3703000379795
"8293",2020,"MISSOURI","MO","RALLS",29173,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4396,5662,20210622,"TOTAL",77.6404097492052
"8294",2000,"NORTH DAKOTA","ND","RAMSEY",38071,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3005,4977,20191203,"TOTAL",60.3777375929275
"8295",2004,"MINNESOTA","MN","RAMSEY",27123,"PRESIDENT","JOHN KERRY","DEMOCRAT",171846,272577,20191203,"TOTAL",63.0449377607062
"8296",2008,"MINNESOTA","MN","RAMSEY",27123,"PRESIDENT","BARACK OBAMA","DEMOCRAT",182974,277386,20191203,"TOTAL",65.9636751674562
"8297",2012,"MINNESOTA","MN","RAMSEY",27123,"PRESIDENT","BARACK OBAMA","DEMOCRAT",184938,278822,20191203,"TOTAL",66.3283385098737
"8298",2016,"MINNESOTA","MN","RAMSEY",27123,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",177738,273143,20191203,"TOTAL",65.0714094814804
"8299",2020,"MINNESOTA","MN","RAMSEY",27123,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",211620,295977,20210622,"TOTAL",71.4987988931572
"8300",2000,"TEXAS","TX","RANDALL",48381,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",33921,41790,20191203,"TOTAL",81.170136396267
"8301",2004,"TEXAS","TX","RANDALL",48381,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",40520,48587,20191203,"TOTAL",83.3967933809455
"8302",2008,"TEXAS","TX","RANDALL",48381,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",41948,51832,20191203,"TOTAL",80.9306991819725
"8303",2012,"TEXAS","TX","RANDALL",48381,"PRESIDENT","MITT ROMNEY","REPUBLICAN",41447,49696,20191203,"TOTAL",83.4010785576304
"8304",2016,"TEXAS","TX","RANDALL",48381,"PRESIDENT","DONALD TRUMP","REPUBLICAN",43462,54305,20191203,"TOTAL",80.0331461191419
"8305",2020,"TEXAS","TX","RANDALL",48381,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",50796,64674,20210622,"TOTAL",78.5416086835513
"8306",2000,"NORTH CAROLINA","NC","RANDOLPH",37151,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",30959,42696,20191203,"TOTAL",72.5103054150272
"8307",2004,"NORTH CAROLINA","NC","RANDOLPH",37151,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",37771,50910,20191203,"TOTAL",74.191710862306
"8308",2008,"NORTH CAROLINA","NC","RANDOLPH",37151,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",40998,58147,20191203,"TOTAL",70.5075068361222
"8309",2012,"NORTH CAROLINA","NC","RANDOLPH",37151,"PRESIDENT","MITT ROMNEY","REPUBLICAN",45160,60715,20191203,"TOTAL",74.3803014082187
"8310",2016,"NORTH CAROLINA","NC","RANDOLPH",37151,"PRESIDENT","DONALD TRUMP","REPUBLICAN",49430,64575,20191203,"TOTAL",76.5466511807975
"8311",2020,"ALABAMA","AL","RANDOLPH",1111,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8559,10837,20210622,"TOTAL",78.9794223493587
"8312",2000,"MISSISSIPPI","MS","RANKIN",28121,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",32983,41435,20191203,"TOTAL",79.6017859297695
"8313",2004,"MISSISSIPPI","MS","RANKIN",28121,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",41971,53365,20191203,"TOTAL",78.6489271994753
"8314",2008,"MISSISSIPPI","MS","RANKIN",28121,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",48140,62861,20191203,"TOTAL",76.581664306963
"8315",2012,"MISSISSIPPI","MS","RANKIN",28121,"PRESIDENT","MITT ROMNEY","REPUBLICAN",48444,64145,20191203,"TOTAL",75.5226440096656
"8316",2016,"MISSISSIPPI","MS","RANKIN",28121,"PRESIDENT","DONALD TRUMP","REPUBLICAN",47178,62768,20191203,"TOTAL",75.162503186337
"8317",2020,"MISSISSIPPI","MS","RANKIN",28121,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",50895,70655,20210622,"TOTAL",72.033118675253
"8318",2000,"NORTH DAKOTA","ND","RANSOM",38073,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1488,2719,20191203,"TOTAL",54.7260022066936
"8319",2004,"NORTH DAKOTA","ND","RANSOM",38073,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1352,2602,20191203,"TOTAL",51.9600307455803
"8320",2008,"NORTH DAKOTA","ND","RANSOM",38073,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1371,2433,20191203,"TOTAL",56.3501849568434
"8321",2012,"NORTH DAKOTA","ND","RANSOM",38073,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1343,2425,20191203,"TOTAL",55.3814432989691
"8322",2016,"NORTH DAKOTA","ND","RANSOM",38073,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1210,2359,20191203,"TOTAL",51.2929207291225
"8323",2020,"NORTH DAKOTA","ND","RANSOM",38073,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1418,2454,20210622,"TOTAL",57.7832110839446
"8324",2000,"LOUISIANA","LA","RAPIDES",22079,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",28831,49024,20191203,"TOTAL",58.8099706266319
"8325",2004,"LOUISIANA","LA","RAPIDES",22079,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",34492,54069,20191203,"TOTAL",63.7925613567849
"8326",2008,"LOUISIANA","LA","RAPIDES",22079,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",36611,57521,20191203,"TOTAL",63.6480589697676
"8327",2012,"LOUISIANA","LA","RAPIDES",22079,"PRESIDENT","MITT ROMNEY","REPUBLICAN",37193,58019,20191203,"TOTAL",64.1048622003137
"8328",2016,"LOUISIANA","LA","RAPIDES",22079,"PRESIDENT","DONALD TRUMP","REPUBLICAN",36816,56844,20191203,"TOTAL",64.766729997889
"8329",2020,"LOUISIANA","LA","RAPIDES",22079,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",38347,58865,20210622,"TOTAL",65.1439734986834
"8330",2000,"VIRGINIA","VA","RAPPAHANNOCK",51157,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1850,3513,20191203,"TOTAL",52.6615428408767
"8331",2004,"VIRGINIA","VA","RAPPAHANNOCK",51157,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2172,4050,20191203,"TOTAL",53.6296296296296
"8332",2008,"VIRGINIA","VA","RAPPAHANNOCK",51157,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",2227,4405,20191203,"TOTAL",50.5561861520999
"8333",2012,"VIRGINIA","VA","RAPPAHANNOCK",51157,"PRESIDENT","MITT ROMNEY","REPUBLICAN",2311,4357,20191203,"TOTAL",53.041083314207
"8334",2016,"VIRGINIA","VA","RAPPAHANNOCK",51157,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2539,4483,20191203,"TOTAL",56.6361811287085
"8335",2020,"VIRGINIA","VA","RAPPAHANNOCK",51157,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",2155,4979,20210622,"ELECTION DAY",43.2817834906608
"8336",2000,"MONTANA","MT","RAVALLI",30081,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",11241,17238,20191203,"TOTAL",65.2105812739297
"8337",2004,"MONTANA","MT","RAVALLI",30081,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",13279,19866,20191203,"TOTAL",66.8428470754052
"8338",2008,"MONTANA","MT","RAVALLI",30081,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",13002,22101,20191203,"TOTAL",58.8299171983168
"8339",2012,"MONTANA","MT","RAVALLI",30081,"PRESIDENT","MITT ROMNEY","REPUBLICAN",14307,22206,20191203,"TOTAL",64.4285328289651
"8340",2016,"MONTANA","MT","RAVALLI",30081,"PRESIDENT","DONALD TRUMP","REPUBLICAN",14810,22556,20191203,"TOTAL",65.6588047526157
"8341",2020,"MONTANA","MT","RAVALLI",30081,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",19114,28507,20210622,"TOTAL",67.0501981969341
"8342",2000,"KANSAS","KS","RAWLINS",20153,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1349,1740,20191203,"TOTAL",77.5287356321839
"8343",2004,"KANSAS","KS","RAWLINS",20153,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1414,1720,20191203,"TOTAL",82.2093023255814
"8344",2008,"KANSAS","KS","RAWLINS",20153,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1247,1549,20191203,"TOTAL",80.5035506778567
"8345",2012,"KANSAS","KS","RAWLINS",20153,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1223,1444,20191203,"TOTAL",84.6952908587258
"8346",2016,"KANSAS","KS","RAWLINS",20153,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1220,1472,20191203,"TOTAL",82.8804347826087
"8347",2020,"KANSAS","KS","RAWLINS",20153,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1261,1504,20210622,"TOTAL",83.843085106383
"8348",2000,"MISSOURI","MO","RAY",29177,"PRESIDENT","AL GORE","DEMOCRAT",4970,9747,20191203,"TOTAL",50.9900482199651
"8349",2004,"MISSOURI","MO","RAY",29177,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5673,10788,20191203,"TOTAL",52.5862068965517
"8350",2008,"MISSOURI","MO","RAY",29177,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",5593,11053,20191203,"TOTAL",50.6016466117796
"8351",2012,"MISSOURI","MO","RAY",29177,"PRESIDENT","MITT ROMNEY","REPUBLICAN",5815,10367,20191203,"TOTAL",56.0914440050159
"8352",2016,"MISSOURI","MO","RAY",29177,"PRESIDENT","DONALD TRUMP","REPUBLICAN",7104,10869,20191203,"TOTAL",65.360198730334
"8353",2020,"MISSOURI","MO","RAY",29177,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8345,11649,20210622,"TOTAL",71.6370503905915
"8354",2000,"TEXAS","TX","REAGAN",48383,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",959,1255,20191203,"TOTAL",76.4143426294821
"8355",2004,"TEXAS","TX","REAGAN",48383,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",956,1143,20191203,"TOTAL",83.6395450568679
"8356",2008,"TEXAS","TX","REAGAN",48383,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",795,994,20191203,"TOTAL",79.9798792756539
"8357",2012,"TEXAS","TX","REAGAN",48383,"PRESIDENT","MITT ROMNEY","REPUBLICAN",676,843,20191203,"TOTAL",80.1897983392645
"8358",2016,"TEXAS","TX","REAGAN",48383,"PRESIDENT","DONALD TRUMP","REPUBLICAN",709,904,20191203,"TOTAL",78.429203539823
"8359",2020,"TEXAS","TX","REAGAN",48383,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",942,1124,20210622,"TOTAL",83.8078291814947
"8360",2000,"TEXAS","TX","REAL",48385,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1146,1490,20191203,"TOTAL",76.9127516778524
"8361",2004,"TEXAS","TX","REAL",48385,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1314,1645,20191203,"TOTAL",79.8784194528875
"8362",2008,"TEXAS","TX","REAL",48385,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1238,1628,20191203,"TOTAL",76.0442260442261
"8363",2012,"TEXAS","TX","REAL",48385,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1236,1535,20191203,"TOTAL",80.5211726384365
"8364",2016,"TEXAS","TX","REAL",48385,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1382,1681,20191203,"TOTAL",82.2129684711481
"8365",2020,"TEXAS","TX","REAL",48385,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1643,1982,20210622,"TOTAL",82.8960645812311
"8366",2000,"MINNESOTA","MN","RED LAKE",27125,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1090,2090,20191203,"TOTAL",52.1531100478469
"8367",2004,"MINNESOTA","MN","RED LAKE",27125,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1164,2176,20191203,"TOTAL",53.4926470588235
"8368",2008,"MINNESOTA","MN","RED LAKE",27125,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1120,2191,20191203,"TOTAL",51.1182108626198
"8369",2012,"MINNESOTA","MN","RED LAKE",27125,"PRESIDENT","MITT ROMNEY","REPUBLICAN",978,1975,20191203,"TOTAL",49.5189873417722
"8370",2016,"MINNESOTA","MN","RED LAKE",27125,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1141,1881,20191203,"TOTAL",60.6592238171186
"8371",2020,"MINNESOTA","MN","RED LAKE",27125,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1454,2196,20210622,"TOTAL",66.2112932604736
"8372",2000,"TEXAS","TX","RED RIVER",48387,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2941,5202,20191203,"TOTAL",56.5359477124183
"8373",2004,"TEXAS","TX","RED RIVER",48387,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3379,5490,20191203,"TOTAL",61.5482695810565
"8374",2008,"TEXAS","TX","RED RIVER",48387,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",3461,5052,20191203,"TOTAL",68.507521773555
"8375",2012,"TEXAS","TX","RED RIVER",48387,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3549,5074,20191203,"TOTAL",69.9448167126527
"8376",2016,"TEXAS","TX","RED RIVER",48387,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3926,5161,20191203,"TOTAL",76.0705289672544
"8377",2020,"TEXAS","TX","RED RIVER",48387,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4517,5806,20210622,"TOTAL",77.7988287977954
"8378",2000,"NEBRASKA","NE","RED WILLOW",31145,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3680,5025,20191203,"TOTAL",73.2338308457711
"8379",2004,"NEBRASKA","NE","RED WILLOW",31145,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4129,5258,20191203,"TOTAL",78.5279573982503
