"","year","state","state_po","county_name","county_fips","office","candidate","party","candidatevotes","totalvotes","version","mode","party_participation"
"4257",2000,"VIRGINIA","VA","GREENSVILLE",51081,"PRESIDENT","AL GORE","DEMOCRAT",2314,3906,20191203,"TOTAL",59.242191500256
"4258",2004,"VIRGINIA","VA","GREENSVILLE",51081,"PRESIDENT","JOHN KERRY","DEMOCRAT",2514,4258,20191203,"TOTAL",59.0418036636919
"4259",2008,"VIRGINIA","VA","GREENSVILLE",51081,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3122,4887,20191203,"TOTAL",63.8837732760385
"4260",2012,"VIRGINIA","VA","GREENSVILLE",51081,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3135,4926,20191203,"TOTAL",63.6419001218027
"4261",2016,"VIRGINIA","VA","GREENSVILLE",51081,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",2558,4363,20191203,"TOTAL",58.6293834517534
"4262",2020,"VIRGINIA","VA","GREENSVILLE",51081,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",1353,4574,20210622,"ABSENTEE",29.5802361171841
"4263",2000,"KENTUCKY","KY","GREENUP",21089,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",7233,14663,20191203,"TOTAL",49.3282411511969
"4264",2004,"KENTUCKY","KY","GREENUP",21089,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8696,16435,20191203,"TOTAL",52.9114694250076
"4265",2008,"KENTUCKY","KY","GREENUP",21089,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",8849,15798,20191203,"TOTAL",56.0134194201798
"4266",2012,"KENTUCKY","KY","GREENUP",21089,"PRESIDENT","MITT ROMNEY","REPUBLICAN",8855,15168,20191203,"TOTAL",58.3794831223629
"4267",2016,"KENTUCKY","KY","GREENUP",21089,"PRESIDENT","DONALD TRUMP","REPUBLICAN",11546,16277,20191203,"TOTAL",70.9344473797383
"4268",2020,"KENTUCKY","KY","GREENUP",21089,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",13064,18176,20210622,"ELECTION DAY",71.875
"4269",2000,"SOUTH CAROLINA","SC","GREENVILLE",45045,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",92714,140293,20191203,"TOTAL",66.0859772048499
"4270",2004,"SOUTH CAROLINA","SC","GREENVILLE",45045,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",111481,168833,20191203,"TOTAL",66.030337670953
"4271",2008,"SOUTH CAROLINA","SC","GREENVILLE",45045,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",116363,190657,20191203,"TOTAL",61.0326397667015
"4272",2012,"SOUTH CAROLINA","SC","GREENVILLE",45045,"PRESIDENT","MITT ROMNEY","REPUBLICAN",121685,193189,20191203,"TOTAL",62.987540698487
"4273",2016,"SOUTH CAROLINA","SC","GREENVILLE",45045,"PRESIDENT","DONALD TRUMP","REPUBLICAN",127832,215165,20191203,"TOTAL",59.4111495828783
"4274",2020,"SOUTH CAROLINA","SC","GREENVILLE",45045,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",110201,258155,20210622,"ELECTION DAY",42.6879200480332
"4275",2000,"KANSAS","KS","GREENWOOD",20073,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2392,3561,20191203,"TOTAL",67.1721426565571
"4276",2004,"KANSAS","KS","GREENWOOD",20073,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2282,3244,20191203,"TOTAL",70.3452527743526
"4277",2008,"KANSAS","KS","GREENWOOD",20073,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1619,2279,20191203,"TOTAL",71.0399297937692
"4278",2012,"KANSAS","KS","GREENWOOD",20073,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1590,2123,20191203,"TOTAL",74.8940178991993
"4279",2016,"KANSAS","KS","GREENWOOD",20073,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2160,2840,20191203,"TOTAL",76.056338028169
"4280",2020,"KANSAS","KS","GREENWOOD",20073,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2444,3077,20210622,"TOTAL",79.4280142996425
"4281",2000,"OKLAHOMA","OK","GREER",40055,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1287,2152,20191203,"TOTAL",59.8048327137546
"4282",2004,"OKLAHOMA","OK","GREER",40055,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1529,2248,20191203,"TOTAL",68.0160142348754
"4283",2008,"OKLAHOMA","OK","GREER",40055,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1548,2114,20191203,"TOTAL",73.2261116367077
"4284",2012,"OKLAHOMA","OK","GREER",40055,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1344,1832,20191203,"TOTAL",73.3624454148472
"4285",2016,"OKLAHOMA","OK","GREER",40055,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1482,1896,20191203,"TOTAL",78.1645569620253
"4286",2020,"OKLAHOMA","OK","GREER",40055,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1229,1973,20210622,"ELECTION DAY",62.2909275215408
"4287",2000,"TEXAS","TX","GREGG",48183,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",26739,38433,20191203,"TOTAL",69.5730231832019
"4288",2004,"TEXAS","TX","GREGG",48183,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",29939,42398,20191203,"TOTAL",70.6141799141469
"4289",2008,"TEXAS","TX","GREGG",48183,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",29203,42610,20191203,"TOTAL",68.5355550340296
"4290",2012,"TEXAS","TX","GREGG",48183,"PRESIDENT","MITT ROMNEY","REPUBLICAN",28742,41507,20191203,"TOTAL",69.2461512515961
"4291",2016,"TEXAS","TX","GREGG",48183,"PRESIDENT","DONALD TRUMP","REPUBLICAN",28764,41749,20191203,"TOTAL",68.8974586217634
"4292",2020,"TEXAS","TX","GREGG",48183,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",32493,47982,20210622,"TOTAL",67.7191446792547
"4293",2000,"SOUTH DAKOTA","SD","GREGORY",46053,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1487,2257,20191203,"TOTAL",65.8839167035888
"4294",2004,"SOUTH DAKOTA","SD","GREGORY",46053,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1685,2546,20191203,"TOTAL",66.1822466614297
"4295",2008,"SOUTH DAKOTA","SD","GREGORY",46053,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1423,2218,20191203,"TOTAL",64.1568981064022
"4296",2012,"SOUTH DAKOTA","SD","GREGORY",46053,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1507,2151,20191203,"TOTAL",70.0604370060437
"4297",2016,"SOUTH DAKOTA","SD","GREGORY",46053,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1600,2091,20191203,"TOTAL",76.518412242946
"4298",2020,"SOUTH DAKOTA","SD","GREGORY",46053,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1771,2258,20210622,"TOTAL",78.4322409211692
"4299",2000,"MISSISSIPPI","MS","GRENADA",28043,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5129,9385,20191203,"TOTAL",54.6510388918487
"4300",2004,"MISSISSIPPI","MS","GRENADA",28043,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5844,10050,20191203,"TOTAL",58.1492537313433
"4301",2008,"MISSISSIPPI","MS","GRENADA",28043,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",6234,11304,20191203,"TOTAL",55.1486199575372
"4302",2012,"MISSISSIPPI","MS","GRENADA",28043,"PRESIDENT","MITT ROMNEY","REPUBLICAN",5986,11335,20191203,"TOTAL",52.8098808998677
"4303",2016,"MISSISSIPPI","MS","GRENADA",28043,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5970,10513,20191203,"TOTAL",56.7868353467136
"4304",2020,"MISSISSIPPI","MS","GRENADA",28043,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6081,10911,20210622,"TOTAL",55.7327467693154
"4305",2000,"NORTH DAKOTA","ND","GRIGGS",38039,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",920,1469,20191203,"TOTAL",62.6276378488768
"4306",2004,"NORTH DAKOTA","ND","GRIGGS",38039,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",907,1439,20191203,"TOTAL",63.0298818624044
"4307",2008,"NORTH DAKOTA","ND","GRIGGS",38039,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",682,1314,20191203,"TOTAL",51.9025875190259
"4308",2012,"NORTH DAKOTA","ND","GRIGGS",38039,"PRESIDENT","MITT ROMNEY","REPUBLICAN",771,1343,20191203,"TOTAL",57.4087862993299
"4309",2016,"NORTH DAKOTA","ND","GRIGGS",38039,"PRESIDENT","DONALD TRUMP","REPUBLICAN",847,1265,20191203,"TOTAL",66.9565217391304
"4310",2020,"NORTH DAKOTA","ND","GRIGGS",38039,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",907,1250,20210622,"TOTAL",72.56
"4311",2000,"TEXAS","TX","GRIMES",48185,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4197,6802,20191203,"TOTAL",61.7024404586886
"4312",2004,"TEXAS","TX","GRIMES",48185,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5263,8030,20191203,"TOTAL",65.5417185554172
"4313",2008,"TEXAS","TX","GRIMES",48185,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",5562,8322,20191203,"TOTAL",66.8348954578226
"4314",2012,"TEXAS","TX","GRIMES",48185,"PRESIDENT","MITT ROMNEY","REPUBLICAN",6141,8601,20191203,"TOTAL",71.3986745727241
"4315",2016,"TEXAS","TX","GRIMES",48185,"PRESIDENT","DONALD TRUMP","REPUBLICAN",7065,9533,20191203,"TOTAL",74.1109829015001
"4316",2020,"TEXAS","TX","GRIMES",48185,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",9432,12414,20210622,"TOTAL",75.9787336877719
"4317",2000,"TENNESSEE","TN","GRUNDY",47061,"PRESIDENT","AL GORE","DEMOCRAT",2970,4596,20191203,"TOTAL",64.621409921671
"4318",2004,"MISSOURI","MO","GRUNDY",29079,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3172,4808,20191203,"TOTAL",65.973377703827
"4319",2008,"MISSOURI","MO","GRUNDY",29079,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",3006,4740,20191203,"TOTAL",63.4177215189873
"4320",2012,"MISSOURI","MO","GRUNDY",29079,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3030,4374,20191203,"TOTAL",69.2729766803841
"4321",2016,"MISSOURI","MO","GRUNDY",29079,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3462,4310,20191203,"TOTAL",80.3248259860789
"4322",2020,"TENNESSEE","TN","GRUNDY",47061,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",4802,5855,20210622,"TOTAL",82.0153714773698
"4323",2000,"TEXAS","TX","GUADALUPE",48187,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",21499,30567,20191203,"TOTAL",70.3340203487421
"4324",2004,"TEXAS","TX","GUADALUPE",48187,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",28208,38752,20191203,"TOTAL",72.7910817506193
"4325",2008,"NEW MEXICO","NM","GUADALUPE",35019,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1557,2196,20191203,"TOTAL",70.9016393442623
"4326",2012,"NEW MEXICO","NM","GUADALUPE",35019,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1488,2135,20191203,"TOTAL",69.6955503512881
"4327",2016,"TEXAS","TX","GUADALUPE",48187,"PRESIDENT","DONALD TRUMP","REPUBLICAN",36632,57822,20191203,"TOTAL",63.3530490124866
"4328",2020,"TEXAS","TX","GUADALUPE",48187,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",47553,77619,20210622,"TOTAL",61.2646388126619
"4329",2000,"OHIO","OH","GUERNSEY",39059,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8181,15430,20191203,"TOTAL",53.0200907323396
"4330",2004,"OHIO","OH","GUERNSEY",39059,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",9961,17840,20191203,"TOTAL",55.835201793722
"4331",2008,"OHIO","OH","GUERNSEY",39059,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",9197,17325,20191203,"TOTAL",53.0851370851371
"4332",2012,"OHIO","OH","GUERNSEY",39059,"PRESIDENT","MITT ROMNEY","REPUBLICAN",8993,16814,20191203,"TOTAL",53.485190912335
"4333",2016,"OHIO","OH","GUERNSEY",39059,"PRESIDENT","DONALD TRUMP","REPUBLICAN",11445,16557,20191203,"TOTAL",69.1248414567856
"4334",2020,"OHIO","OH","GUERNSEY",39059,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",13407,18230,20210622,"TOTAL",73.5436094349973
"4335",2000,"NORTH CAROLINA","NC","GUILFORD",37081,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",84394,166264,20191203,"TOTAL",50.7590338257229
"4336",2004,"NORTH CAROLINA","NC","GUILFORD",37081,"PRESIDENT","JOHN KERRY","DEMOCRAT",100042,199314,20191203,"TOTAL",50.1931625475381
"4337",2008,"NORTH CAROLINA","NC","GUILFORD",37081,"PRESIDENT","BARACK OBAMA","DEMOCRAT",142101,241771,20191203,"TOTAL",58.7750391899773
"4338",2012,"NORTH CAROLINA","NC","GUILFORD",37081,"PRESIDENT","BARACK OBAMA","DEMOCRAT",146365,253852,20191203,"TOTAL",57.657611521674
"4339",2016,"NORTH CAROLINA","NC","GUILFORD",37081,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",149248,257405,20191203,"TOTAL",57.9817796857093
"4340",2020,"NORTH CAROLINA","NC","GUILFORD",37081,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",115511,284486,20210622,"ONE STOP",40.6034040339419
"4341",2000,"FLORIDA","FL","GULF",12045,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3550,6144,20191203,"TOTAL",57.7799479166667
"4342",2004,"FLORIDA","FL","GULF",12045,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4805,7277,20191203,"TOTAL",66.0299574000275
"4343",2008,"FLORIDA","FL","GULF",12045,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",4980,7205,20191203,"TOTAL",69.11866759195
"4344",2012,"FLORIDA","FL","GULF",12045,"PRESIDENT","MITT ROMNEY","REPUBLICAN",4995,7108,20191203,"TOTAL",70.2729319077096
"4345",2016,"FLORIDA","FL","GULF",12045,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5329,7293,20191203,"TOTAL",73.0700671877142
"4346",2020,"FLORIDA","FL","GULF",12045,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6113,8163,20210622,"TOTAL",74.8866838172241
"4347",2000,"COLORADO","CO","GUNNISON",8051,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3128,7236,20191203,"TOTAL",43.2283029297955
"4348",2004,"COLORADO","CO","GUNNISON",8051,"PRESIDENT","JOHN KERRY","DEMOCRAT",4782,8420,20191203,"TOTAL",56.7933491686461
"4349",2008,"COLORADO","CO","GUNNISON",8051,"PRESIDENT","BARACK OBAMA","DEMOCRAT",5556,8870,20191203,"TOTAL",62.6381059751973
"4350",2012,"COLORADO","CO","GUNNISON",8051,"PRESIDENT","BARACK OBAMA","DEMOCRAT",5044,8667,20191203,"TOTAL",58.1977616245529
"4351",2016,"COLORADO","CO","GUNNISON",8051,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",5128,9412,20191203,"TOTAL",54.4836379090523
"4352",2020,"COLORADO","CO","GUNNISON",8051,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",7132,11190,20210622,"TOTAL",63.7354781054513
"4353",2000,"IOWA","IA","GUTHRIE",19077,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2840,5469,20191203,"TOTAL",51.9290546717864
"4354",2004,"IOWA","IA","GUTHRIE",19077,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3325,5994,20191203,"TOTAL",55.4721388054721
"4355",2008,"IOWA","IA","GUTHRIE",19077,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",3074,5847,20191203,"TOTAL",52.5739695570378
"4356",2012,"IOWA","IA","GUTHRIE",19077,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3171,5888,20191203,"TOTAL",53.8552989130435
"4357",2016,"IOWA","IA","GUTHRIE",19077,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3628,5750,20191203,"TOTAL",63.095652173913
"4358",2020,"IOWA","IA","GUTHRIE",19077,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2441,6371,20210622,"ELECTION DAY",38.3142363836132
"4359",2000,"GEORGIA","GA","GWINNETT",13135,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",121756,191111,20191203,"TOTAL",63.7095719241697
"4360",2004,"GEORGIA","GA","GWINNETT",13135,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",160445,243917,20191203,"TOTAL",65.7785230221756
"4361",2008,"GEORGIA","GA","GWINNETT",13135,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",158746,290147,20191203,"TOTAL",54.7122665407535
"4362",2012,"GEORGIA","GA","GWINNETT",13135,"PRESIDENT","MITT ROMNEY","REPUBLICAN",159855,296728,20191203,"TOTAL",53.8725701652692
"4363",2016,"GEORGIA","GA","GWINNETT",13135,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",166153,328331,20191203,"TOTAL",50.6053342511063
"4364",2020,"GEORGIA","GA","GWINNETT",13135,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",124125,413865,20210622,"ADVANCED VOTING",29.991663948389
"4365",2000,"SOUTH DAKOTA","SD","HAAKON",46055,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",938,1129,20191203,"TOTAL",83.0823737821081
"4366",2004,"SOUTH DAKOTA","SD","HAAKON",46055,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1007,1240,20191203,"TOTAL",81.2096774193548
"4367",2008,"SOUTH DAKOTA","SD","HAAKON",46055,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",939,1141,20191203,"TOTAL",82.296231375986
"4368",2012,"SOUTH DAKOTA","SD","HAAKON",46055,"PRESIDENT","MITT ROMNEY","REPUBLICAN",940,1092,20191203,"TOTAL",86.0805860805861
"4369",2016,"SOUTH DAKOTA","SD","HAAKON",46055,"PRESIDENT","DONALD TRUMP","REPUBLICAN",936,1044,20191203,"TOTAL",89.6551724137931
"4370",2020,"SOUTH DAKOTA","SD","HAAKON",46055,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1026,1137,20210622,"TOTAL",90.2374670184697
"4371",2000,"GEORGIA","GA","HABERSHAM",13137,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6964,9691,20191203,"TOTAL",71.8604891136106
"4372",2004,"GEORGIA","GA","HABERSHAM",13137,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",10434,13245,20191203,"TOTAL",78.7768969422424
"4373",2008,"GEORGIA","GA","HABERSHAM",13137,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",11766,14808,20191203,"TOTAL",79.4570502431118
"4374",2012,"GEORGIA","GA","HABERSHAM",13137,"PRESIDENT","MITT ROMNEY","REPUBLICAN",12166,14641,20191203,"TOTAL",83.0954169797145
"4375",2016,"GEORGIA","GA","HABERSHAM",13137,"PRESIDENT","DONALD TRUMP","REPUBLICAN",13190,16243,20191203,"TOTAL",81.2042110447577
"4376",2020,"GEORGIA","GA","HABERSHAM",13137,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",11083,20432,20210622,"ADVANCED VOTING",54.2433437744714
"4377",2000,"TEXAS","TX","HALE",48189,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6868,9110,20191203,"TOTAL",75.3896816684962
"4378",2004,"TEXAS","TX","HALE",48189,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8025,10154,20191203,"TOTAL",79.0328934410085
"4379",2008,"TEXAS","TX","HALE",48189,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",7171,9943,20191203,"TOTAL",72.1210902142211
"4380",2012,"TEXAS","TX","HALE",48189,"PRESIDENT","MITT ROMNEY","REPUBLICAN",6490,8854,20191203,"TOTAL",73.3002032979444
"4381",2016,"TEXAS","TX","HALE",48189,"PRESIDENT","DONALD TRUMP","REPUBLICAN",6366,8858,20191203,"TOTAL",71.8672386543238
"4382",2020,"TEXAS","TX","HALE",48189,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7177,9586,20210622,"TOTAL",74.8696015021907
"4383",2000,"NORTH CAROLINA","NC","HALIFAX",37083,"PRESIDENT","AL GORE","DEMOCRAT",10222,16970,20191203,"TOTAL",60.2357100766058
"4384",2004,"NORTH CAROLINA","NC","HALIFAX",37083,"PRESIDENT","JOHN KERRY","DEMOCRAT",11528,19647,20191203,"TOTAL",58.6756247773197
"4385",2008,"NORTH CAROLINA","NC","HALIFAX",37083,"PRESIDENT","BARACK OBAMA","DEMOCRAT",16047,25091,20191203,"TOTAL",63.9552030608585
"4386",2012,"NORTH CAROLINA","NC","HALIFAX",37083,"PRESIDENT","BARACK OBAMA","DEMOCRAT",17176,26079,20191203,"TOTAL",65.8614210667587
"4387",2016,"NORTH CAROLINA","NC","HALIFAX",37083,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",15748,25167,20191203,"TOTAL",62.5740056423094
"4388",2020,"NORTH CAROLINA","NC","HALIFAX",37083,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",11242,25759,20210622,"ONE STOP",43.6429985636088
"4389",2000,"GEORGIA","GA","HALL",13139,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",26841,38150,20191203,"TOTAL",70.3564875491481
"4390",2004,"GEORGIA","GA","HALL",13139,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",38883,49696,20191203,"TOTAL",78.2417095943336
"4391",2008,"GEORGIA","GA","HALL",13139,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",44962,59928,20191203,"TOTAL",75.0266987051128
"4392",2012,"GEORGIA","GA","HALL",13139,"PRESIDENT","MITT ROMNEY","REPUBLICAN",47481,61364,20191203,"TOTAL",77.3759859200834
"4393",2016,"TEXAS","TX","HALL",48191,"PRESIDENT","DONALD TRUMP","REPUBLICAN",893,1091,20191203,"TOTAL",81.8515123739688
"4394",2020,"TEXAS","TX","HALL",48191,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",995,1169,20210622,"TOTAL",85.1154833190761
"4395",2000,"TENNESSEE","TN","HAMBLEN",47063,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",11824,19699,20191203,"TOTAL",60.0233514391593
"4396",2004,"TENNESSEE","TN","HAMBLEN",47063,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",14733,22302,20191203,"TOTAL",66.0613397901534
"4397",2008,"TENNESSEE","TN","HAMBLEN",47063,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",15508,22669,20191203,"TOTAL",68.4106047906833
"4398",2012,"TENNESSEE","TN","HAMBLEN",47063,"PRESIDENT","MITT ROMNEY","REPUBLICAN",14522,20032,20191203,"TOTAL",72.4940095846645
"4399",2016,"TENNESSEE","TN","HAMBLEN",47063,"PRESIDENT","DONALD TRUMP","REPUBLICAN",15857,20692,20191203,"TOTAL",76.6334815387589
"4400",2020,"TENNESSEE","TN","HAMBLEN",47063,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",18811,24631,20210622,"TOTAL",76.3712394949454
"4401",2000,"KANSAS","KS","HAMILTON",20075,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",901,1192,20191203,"TOTAL",75.5872483221476
"4402",2004,"KANSAS","KS","HAMILTON",20075,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",888,1130,20191203,"TOTAL",78.5840707964602
"4403",2008,"KANSAS","KS","HAMILTON",20075,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",844,1096,20191203,"TOTAL",77.007299270073
"4404",2012,"TEXAS","TX","HAMILTON",48193,"PRESIDENT","MITT ROMNEY","REPUBLICAN",2918,3552,20191203,"TOTAL",82.1509009009009
"4405",2016,"TEXAS","TX","HAMILTON",48193,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3060,3620,20191203,"TOTAL",84.5303867403315
"4406",2020,"TEXAS","TX","HAMILTON",48193,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3616,4351,20210622,"TOTAL",83.107331647897
"4407",2000,"SOUTH DAKOTA","SD","HAMLIN",46057,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1731,2723,20191203,"TOTAL",63.5695923613661
"4408",2004,"SOUTH DAKOTA","SD","HAMLIN",46057,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1946,3011,20191203,"TOTAL",64.6296911325141
"4409",2008,"SOUTH DAKOTA","SD","HAMLIN",46057,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1661,2737,20191203,"TOTAL",60.6868834490318
"4410",2012,"SOUTH DAKOTA","SD","HAMLIN",46057,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1803,2793,20191203,"TOTAL",64.5542427497315
"4411",2016,"SOUTH DAKOTA","SD","HAMLIN",46057,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2051,2762,20191203,"TOTAL",74.2577842143374
"4412",2020,"SOUTH DAKOTA","SD","HAMLIN",46057,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",2372,3083,20210622,"TOTAL",76.938047356471
"4413",2000,"MASSACHUSETTS","MA","HAMPDEN",25013,"PRESIDENT","AL GORE","DEMOCRAT",100103,172093,20191203,"TOTAL",58.1679673199956
"4414",2004,"MASSACHUSETTS","MA","HAMPDEN",25013,"PRESIDENT","JOHN KERRY","DEMOCRAT",113710,186639,20191203,"TOTAL",60.9251013989574
"4415",2008,"MASSACHUSETTS","MA","HAMPDEN",25013,"PRESIDENT","BARACK OBAMA","DEMOCRAT",121454,197841,20191203,"TOTAL",61.3897018312685
"4416",2012,"MASSACHUSETTS","MA","HAMPDEN",25013,"PRESIDENT","BARACK OBAMA","DEMOCRAT",123619,200399,20191203,"TOTAL",61.6864355610557
"4417",2016,"MASSACHUSETTS","MA","HAMPDEN",25013,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",112590,203117,20191203,"TOTAL",55.4311062097215
"4418",2020,"MASSACHUSETTS","MA","HAMPDEN",25013,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",125948,220793,20210622,"TOTAL",57.0434751101711
"4419",2000,"WEST VIRGINIA","WV","HAMPSHIRE",54027,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3879,6097,20191203,"TOTAL",63.621453173692
"4420",2004,"MASSACHUSETTS","MA","HAMPSHIRE",25015,"PRESIDENT","JOHN KERRY","DEMOCRAT",51680,74422,20191203,"TOTAL",69.4418317164279
"4421",2008,"MASSACHUSETTS","MA","HAMPSHIRE",25015,"PRESIDENT","BARACK OBAMA","DEMOCRAT",56869,79570,20191203,"TOTAL",71.4704034183738
"4422",2012,"MASSACHUSETTS","MA","HAMPSHIRE",25015,"PRESIDENT","BARACK OBAMA","DEMOCRAT",57359,81621,20191203,"TOTAL",70.2748067286605
"4423",2016,"WEST VIRGINIA","WV","HAMPSHIRE",54027,"PRESIDENT","DONALD TRUMP","REPUBLICAN",6692,8608,20191203,"TOTAL",77.7416356877323
"4424",2020,"WEST VIRGINIA","WV","HAMPSHIRE",54027,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8033,10086,20210622,"TOTAL",79.6450525480865
